"host_since","host_is_superhost","neighbourhood_cleansed","room_type","accommodates","price","review_scores_rating","number_of_reviews","minimum_nights","reviews_per_month","bedrooms","beds","availability_30","last_review","license","instant_bookable","prop_type_simplified","price_4_nights"
2014-06-24,FALSE,"Top 6-10","Entire home/apt",6,200,4,1,2,0.02,2,3,0,2017-08-06,"no",FALSE,"Entire rental unit",800
2014-10-23,FALSE,"Top 5","Entire home/apt",6,195,5,2,4,0.04,3,3,0,2017-09-02,"no",FALSE,"Entire rental unit",780
2014-10-23,FALSE,"Top 5","Private room",2,60,4.88,8,3,0.17,1,1,0,2017-08-06,"no",FALSE,"Private room in rental unit",240
2015-12-20,FALSE,"Top 5","Entire home/apt",2,130,4.67,4,3,0.16,1,1,0,2018-03-31,"no",FALSE,"Entire rental unit",520
2015-10-16,TRUE,"Top 6-10","Entire home/apt",2,110,4.78,18,3,0.36,1,1,6,2018-05-14,"yes",FALSE,"Entire rental unit",440
2016-04-29,FALSE,"Top 6-10","Entire home/apt",2,95,4.93,15,2,0.34,1,1,0,2020-01-01,"no",FALSE,"Entire rental unit",380
2011-08-10,FALSE,"Top 11-15","Entire home/apt",4,102,4.52,22,2,0.58,3,4,0,2018-06-11,"no",FALSE,"Entire residential home",408
2013-07-09,FALSE,"Top 5","Entire home/apt",2,150,4.5,12,4,0.24,1,1,0,2018-09-24,"yes",TRUE,"Entire rental unit",600
2014-09-18,FALSE,"Top 6-10","Entire home/apt",2,90,4.67,6,3,0.12,1,1,0,2017-10-01,"no",TRUE,"Entire rental unit",360
2014-10-11,TRUE,"Top 5","Entire home/apt",2,145,4.94,36,2,0.94,1,1,0,2020-08-10,"yes",FALSE,"Other",580
2017-07-02,FALSE,"Top 6-10","Entire home/apt",4,160,5,8,2,0.17,2,4,0,2017-08-12,"no",FALSE,"Entire rental unit",640
2012-06-11,FALSE,"Top 5","Entire home/apt",7,479,5,2,4,0.04,3,5,0,2020-01-01,"yes",FALSE,"Entire rental unit",1916
2017-07-03,FALSE,"Top 6-10","Entire home/apt",2,119,5,7,2,0.14,1,1,0,2018-08-04,"no",FALSE,"Entire rental unit",476
2017-07-03,FALSE,"Top 6-10","Entire home/apt",4,140,5,2,3,0.04,2,3,0,2017-08-18,"no",FALSE,"Entire townhouse",560
2014-05-13,FALSE,"Top 5","Entire home/apt",2,175,5,17,2,0.34,1,1,0,2017-08-18,"no",TRUE,"Other",700
2017-07-03,FALSE,"Top 5","Entire home/apt",5,200,4.7,11,3,0.22,4,4,0,2019-08-07,"no",FALSE,"Entire residential home",800
2012-08-12,FALSE,"Top 6-10","Entire home/apt",4,123,4.83,13,1,0.26,3,2,0,2018-04-14,"no",FALSE,"Entire rental unit",492
2014-02-20,FALSE,"Remaining","Entire home/apt",4,108,4.86,21,3,0.64,3,5,0,2020-07-11,"yes",FALSE,"Entire townhouse",432
2014-06-29,TRUE,"Top 5","Private room",4,134,4.93,107,3,2.46,2,3,0,2020-03-06,"yes",FALSE,"Other",536
2016-03-06,FALSE,"Remaining","Entire home/apt",2,85,4.79,31,1,0.78,1,1,0,2019-05-25,"no",TRUE,"Entire rental unit",340
2014-11-04,FALSE,"Top 6-10","Entire home/apt",2,90,5,3,2,0.06,1,1,0,2017-07-16,"no",FALSE,"Entire rental unit",360
2016-02-04,FALSE,"Top 5","Entire home/apt",2,150,4.82,18,2,0.43,1,1,0,2018-02-25,"no",FALSE,"Entire rental unit",600
2015-06-11,FALSE,"Top 5","Private room",2,51,4.33,10,2,0.24,1,1,0,2018-06-12,"no",TRUE,"Private room in rental unit",204
2013-08-07,FALSE,"Top 6-10","Entire home/apt",4,207,4.86,7,3,0.15,2,3,0,2018-04-23,"no",FALSE,"Entire rental unit",828
2013-04-13,FALSE,"Top 5","Entire home/apt",2,150,3,1,2,0.02,2,2,0,2018-02-18,"no",TRUE,"Entire townhouse",600
2015-02-03,FALSE,"Top 5","Entire home/apt",2,150,5,13,2,0.47,1,1,0,2019-06-07,"no",TRUE,"Entire rental unit",600
2015-12-17,FALSE,"Top 6-10","Entire home/apt",4,95,4.67,4,3,0.08,1,1,0,2017-07-09,"no",TRUE,"Entire townhouse",380
2015-07-18,FALSE,"Top 11-15","Entire home/apt",4,250,4.42,12,1,0.41,2,3,0,2019-08-05,"no",FALSE,"Entire rental unit",1000
2016-09-05,FALSE,"Top 5","Entire home/apt",4,229,4.67,25,3,0.51,1,1,0,2019-09-29,"no",FALSE,"Other",916
2015-01-08,FALSE,"Top 5","Entire home/apt",2,139,4.77,39,2,0.79,1,1,0,2019-07-16,"no",FALSE,"Entire rental unit",556
2012-12-18,FALSE,"Top 5","Entire home/apt",2,100,4.67,15,3,0.37,1,1,0,2018-04-07,"no",TRUE,"Other",400
2015-09-18,FALSE,"Top 5","Entire home/apt",4,150,5,8,4,0.16,2,2,0,2017-08-28,"no",FALSE,"Entire rental unit",600
2014-03-26,FALSE,"Top 5","Entire home/apt",4,249,4.93,15,3,0.3,2,2,0,2019-06-29,"no",FALSE,"Entire rental unit",996
2012-10-24,FALSE,"Top 11-15","Entire home/apt",4,186,4.83,24,2,0.49,2,2,0,2018-06-18,"no",FALSE,"Entire rental unit",744
2014-09-21,FALSE,"Top 6-10","Entire home/apt",2,120,5,15,3,0.32,1,1,0,2018-04-01,"no",FALSE,"Entire rental unit",480
2017-07-06,FALSE,"Top 6-10","Entire home/apt",4,180,4.53,17,2,0.35,2,2,0,2017-10-12,"no",TRUE,"Entire rental unit",720
2017-04-11,FALSE,"Top 6-10","Entire home/apt",4,250,5,1,2,0.02,2,4,0,2017-08-02,"no",FALSE,"Entire rental unit",1000
2013-10-23,FALSE,"Top 5","Entire home/apt",2,156,4.78,136,2,4.71,1,1,22,2021-08-26,"yes",TRUE,"Entire rental unit",624
2016-10-26,FALSE,"Top 6-10","Entire home/apt",4,106,5,3,4,0.06,2,3,0,2017-08-04,"no",FALSE,"Entire rental unit",424
2013-07-22,FALSE,"Top 6-10","Entire home/apt",2,138,5,9,2,0.18,1,1,0,2018-03-23,"no",TRUE,"Entire rental unit",552
2013-02-07,FALSE,"Top 5","Entire home/apt",2,195,4.93,33,1,0.72,1,1,0,2020-02-20,"no",FALSE,"Entire rental unit",780
2011-11-13,FALSE,"Top 5","Entire home/apt",2,90,4.9,29,3,0.62,1,1,0,2018-10-09,"no",FALSE,"Other",360
2016-01-10,FALSE,"Top 6-10","Entire home/apt",4,189,4.5,2,2,0.04,2,2,0,2017-12-10,"no",TRUE,"Entire rental unit",756
2016-03-10,FALSE,"Top 6-10","Entire home/apt",3,125,4.7,11,2,0.22,1,1,0,2018-08-13,"no",TRUE,"Entire rental unit",500
2014-11-26,FALSE,"Top 5","Private room",2,70,4.56,319,1,6.29,1,1,0,2020-09-09,"no",TRUE,"Private room in rental unit",280
2017-03-21,FALSE,"Top 6-10","Entire home/apt",2,125,4.82,22,2,0.44,1,2,0,2019-08-10,"no",FALSE,"Entire rental unit",500
2014-06-30,TRUE,"Top 5","Entire home/apt",2,151,4.86,148,1,2.92,1,1,1,2021-09-01,"yes",TRUE,"Other",604
2017-07-08,FALSE,"Top 6-10","Entire home/apt",2,130,4.58,12,3,0.29,1,1,0,2019-07-06,"no",FALSE,"Entire rental unit",520
2017-07-08,FALSE,"Top 5","Entire home/apt",4,125,5,3,3,0.06,2,2,0,2017-08-07,"no",FALSE,"Entire rental unit",500
2017-07-08,FALSE,"Top 6-10","Entire home/apt",4,100,4.9,10,3,0.2,3,3,0,2018-09-14,"no",TRUE,"Entire residential home",400
2013-06-16,FALSE,"Remaining","Entire home/apt",2,160,5,2,3,0.04,1,1,0,2018-10-08,"no",FALSE,"Entire rental unit",640
2017-07-06,FALSE,"Top 6-10","Entire home/apt",2,150,5,7,4,0.14,1,1,27,2018-04-16,"no",FALSE,"Entire rental unit",600
2015-07-31,FALSE,"Top 6-10","Private room",2,80,5,3,1,0.06,1,1,0,2017-08-29,"no",FALSE,"Private room in rental unit",320
2015-04-04,FALSE,"Top 5","Private room",2,122,4.74,31,3,0.67,1,1,0,2019-09-14,"no",FALSE,"Private room in rental unit",488
2015-01-04,FALSE,"Top 6-10","Entire home/apt",2,200,5,7,2,0.2,1,1,0,2019-06-02,"no",FALSE,"Entire rental unit",800
2017-05-01,FALSE,"Top 6-10","Entire home/apt",2,95,5,2,2,0.04,1,1,0,2017-09-03,"no",TRUE,"Entire rental unit",380
2014-07-14,FALSE,"Remaining","Entire home/apt",2,70,4.5,3,1,0.06,2,2,0,2018-05-10,"no",FALSE,"Entire rental unit",280
2015-11-29,FALSE,"Top 5","Private room",4,290,4.33,5,2,0.1,2,2,0,2017-07-10,"no",FALSE,"Private room in rental unit",1160
2014-07-21,FALSE,"Top 11-15","Entire home/apt",4,77,4.33,3,3,0.22,2,2,0,2021-07-04,"yes",FALSE,"Entire rental unit",308
2014-01-19,FALSE,"Top 6-10","Entire home/apt",2,170,4.79,14,2,0.3,1,1,0,2018-06-24,"no",FALSE,"Entire rental unit",680
2017-07-09,FALSE,"Top 6-10","Entire home/apt",4,250,4.57,8,4,0.16,2,2,0,2017-10-16,"no",FALSE,"Entire rental unit",1000
2015-05-14,FALSE,"Top 6-10","Private room",2,70,3.6,5,3,0.1,1,1,30,2018-05-29,"no",FALSE,"Private room in rental unit",280
2014-10-07,FALSE,"Top 6-10","Entire home/apt",4,175,5,4,2,0.11,2,2,0,2018-08-04,"no",FALSE,"Entire rental unit",700
2013-11-03,FALSE,"Top 5","Entire home/apt",4,289,4.82,51,2,1.02,3,6,0,2018-05-21,"no",FALSE,"Entire rental unit",1156
2013-10-23,FALSE,"Top 5","Entire home/apt",2,147,4.79,131,2,6.73,1,1,6,2021-08-05,"yes",TRUE,"Entire rental unit",588
2014-11-21,FALSE,"Top 6-10","Entire home/apt",2,124,4.5,4,2,0.08,1,1,0,2017-08-20,"no",FALSE,"Entire rental unit",496
2015-06-07,FALSE,"Top 5","Entire home/apt",4,200,4.86,8,4,0.39,2,2,0,2019-04-12,"no",TRUE,"Entire rental unit",800
2017-07-10,FALSE,"Top 6-10","Entire home/apt",4,229,4.71,7,2,0.16,3,3,0,2018-07-23,"no",FALSE,"Entire rental unit",916
2014-11-08,FALSE,"Top 5","Entire home/apt",2,135,4.8,10,4,0.2,1,1,0,2021-08-13,"yes",FALSE,"Entire rental unit",540
2015-08-11,FALSE,"Top 6-10","Entire home/apt",2,100,4.73,28,3,0.56,1,2,0,2018-07-01,"no",TRUE,"Other",400
2014-04-22,FALSE,"Top 6-10","Entire home/apt",2,125,4.64,14,3,0.28,1,1,0,2019-10-02,"no",FALSE,"Entire rental unit",500
2012-04-13,FALSE,"Top 5","Entire home/apt",2,150,4.89,9,3,0.18,1,1,0,2018-06-30,"no",FALSE,"Entire rental unit",600
2017-07-11,FALSE,"Top 6-10","Entire home/apt",2,110,3,1,2,0.02,1,1,0,2017-08-05,"no",FALSE,"Entire rental unit",440
2017-07-11,FALSE,"Top 5","Entire home/apt",3,139,5,5,2,0.1,1,2,0,2017-10-05,"no",FALSE,"Entire rental unit",556
2013-01-05,FALSE,"Top 5","Entire home/apt",2,120,4.72,44,2,0.92,1,1,0,2020-02-16,"yes",FALSE,"Entire rental unit",480
2017-07-11,FALSE,"Top 6-10","Entire home/apt",4,250,4,4,2,0.08,2,2,0,2017-10-05,"no",TRUE,"Entire rental unit",1000
2017-07-11,FALSE,"Top 11-15","Entire home/apt",3,100,5,7,2,0.14,2,2,0,2017-09-17,"no",FALSE,"Entire rental unit",400
2017-07-11,FALSE,"Top 5","Entire home/apt",4,206,4,3,1,0.12,2,2,0,2019-09-05,"no",FALSE,"Entire rental unit",824
2017-07-11,FALSE,"Top 5","Entire home/apt",4,190,4.8,11,2,0.29,2,3,0,2018-08-12,"no",FALSE,"Entire rental unit",760
2017-07-11,FALSE,"Top 6-10","Entire home/apt",2,400,4.5,4,2,0.08,1,1,28,2017-09-29,"no",FALSE,"Entire rental unit",1600
2016-07-30,FALSE,"Top 6-10","Entire home/apt",2,75,5,2,2,0.04,1,1,0,2017-10-01,"no",FALSE,"Entire rental unit",300
2015-02-06,FALSE,"Top 5","Entire home/apt",2,190,4.91,12,2,0.3,1,1,0,2018-10-22,"no",TRUE,"Entire rental unit",760
2017-03-08,TRUE,"Top 5","Entire home/apt",4,243,4.77,149,3,3.27,2,3,10,2021-07-28,"no",TRUE,"Other",972
2014-06-28,FALSE,"Top 6-10","Entire home/apt",2,100,4.75,5,2,0.1,1,1,0,2017-08-26,"no",FALSE,"Entire rental unit",400
2013-05-12,TRUE,"Top 6-10","Entire home/apt",4,220,5,33,2,0.73,2,2,0,2020-02-15,"yes",FALSE,"Other",880
2015-12-08,FALSE,"Top 5","Entire home/apt",4,145,4.92,13,2,0.36,2,1,0,2018-09-16,"no",FALSE,"Entire rental unit",580
2016-04-04,FALSE,"Top 5","Entire home/apt",4,250,5,1,2,0.02,2,2,0,2017-08-13,"no",TRUE,"Entire rental unit",1000
2015-01-13,FALSE,"Top 5","Entire home/apt",2,130,5,2,2,0.04,1,1,0,2018-07-09,"no",FALSE,"Entire rental unit",520
2012-05-29,FALSE,"Top 5","Private room",3,100,4.93,16,3,0.43,1,0,0,2017-07-19,"no",TRUE,"Private room in rental unit",400
2015-02-23,FALSE,"Top 11-15","Private room",2,90,4.92,13,1,0.29,1,1,0,2019-04-04,"no",FALSE,"Private room in rental unit",360
2013-07-19,FALSE,"Top 5","Entire home/apt",4,325,5,8,4,0.21,2,2,0,2019-07-26,"no",FALSE,"Other",1300
2017-07-12,FALSE,"Top 6-10","Private room",2,80,5,1,2,0.02,1,1,0,2017-08-06,"no",TRUE,"Private room in rental unit",320
2017-07-12,FALSE,"Top 6-10","Private room",2,90,4.86,43,2,0.85,1,1,28,2019-08-22,"no",FALSE,"Private room in rental unit",360
2014-08-14,FALSE,"Top 6-10","Private room",2,92,4.63,27,2,0.56,1,1,0,2018-05-18,"no",FALSE,"Private room in rental unit",368
2017-07-12,FALSE,"Top 6-10","Entire home/apt",4,170,4.54,40,2,0.8,1,2,4,2019-04-07,"no",FALSE,"Entire rental unit",680
2017-07-12,TRUE,"Top 5","Private room",4,120,4.93,27,1,0.55,1,3,0,2019-12-01,"no",FALSE,"Private room in rental unit",480
2013-06-18,FALSE,"Top 11-15","Private room",4,149,4.41,140,2,2.84,2,2,10,2020-01-30,"yes",FALSE,"Private room in rental unit",596
2017-01-30,FALSE,"Top 6-10","Entire home/apt",2,108,4.17,12,2,0.24,2,2,0,2019-07-25,"no",TRUE,"Entire rental unit",432
2014-06-03,FALSE,"Top 5","Entire home/apt",4,250,5,2,4,0.04,2,2,0,2019-09-16,"yes",FALSE,"Other",1000
2016-06-30,FALSE,"Top 6-10","Entire home/apt",4,245,4,2,3,0.04,2,3,0,2017-10-22,"no",TRUE,"Entire rental unit",980
2013-02-05,TRUE,"Top 6-10","Entire home/apt",2,190,5,5,3,0.11,1,0,2,2019-07-29,"no",TRUE,"Entire rental unit",760
2014-05-27,FALSE,"Top 5","Entire home/apt",2,116,5,4,2,0.08,1,1,0,2017-08-11,"no",FALSE,"Entire rental unit",464
2013-09-02,FALSE,"Top 6-10","Entire home/apt",2,100,5,2,2,0.06,1,1,0,2017-09-18,"no",FALSE,"Entire rental unit",400
2011-08-03,FALSE,"Top 6-10","Entire home/apt",3,119,5,9,2,0.18,2,1,0,2019-04-07,"no",FALSE,"Entire rental unit",476
2016-10-17,FALSE,"Top 11-15","Entire home/apt",2,193,4.82,22,2,0.44,1,1,26,2021-06-23,"yes",FALSE,"Entire rental unit",772
2017-07-13,FALSE,"Top 6-10","Entire home/apt",2,139,5,1,2,0.05,1,1,0,2020-01-04,"no",FALSE,"Entire rental unit",556
2011-04-24,FALSE,"Remaining","Entire home/apt",5,250,4.96,25,4,0.56,3,3,0,2018-08-10,"yes",FALSE,"Entire residential home",1000
2013-07-20,FALSE,"Top 6-10","Entire home/apt",4,92,5,20,4,0.4,2,2,0,2019-10-13,"yes",FALSE,"Entire residential home",368
2016-04-21,FALSE,"Top 6-10","Entire home/apt",2,113,4.5,8,2,0.16,1,1,0,2017-08-20,"no",TRUE,"Entire townhouse",452
2015-06-17,FALSE,"Top 5","Entire home/apt",2,170,4.64,25,3,0.6,1,1,0,2019-09-16,"no",FALSE,"Entire rental unit",680
2014-08-31,FALSE,"Top 5","Private room",2,125,4.91,32,2,0.67,1,1,0,2018-05-01,"yes",TRUE,"Other",500
2017-07-14,FALSE,"Top 6-10","Entire home/apt",4,194,4.33,15,2,0.3,2,2,0,2017-08-16,"no",TRUE,"Entire townhouse",776
2016-10-13,FALSE,"Top 5","Entire home/apt",3,205,4.94,36,3,0.85,2,2,0,2021-06-13,"yes",FALSE,"Other",820
2015-12-29,FALSE,"Top 5","Entire home/apt",4,118,4.3,54,1,1.14,2,2,15,2021-07-12,"no",TRUE,"Entire rental unit",472
2017-07-14,FALSE,"Top 11-15","Entire home/apt",2,80,4.9,10,2,0.2,1,1,0,2019-06-28,"no",FALSE,"Entire rental unit",320
2015-01-12,FALSE,"Top 6-10","Entire home/apt",4,200,5,13,3,0.32,2,1,0,2019-06-18,"no",FALSE,"Entire rental unit",800
2014-01-03,TRUE,"Top 5","Entire home/apt",2,120,4.88,17,2,0.34,1,1,0,2019-02-08,"no",FALSE,"Entire rental unit",480
2014-06-23,FALSE,"Top 5","Entire home/apt",2,110,4.8,30,2,0.67,1,1,0,2020-03-02,"no",FALSE,"Entire rental unit",440
2014-03-02,FALSE,"Top 5","Entire home/apt",2,200,4.92,26,1,0.73,2,1,0,2019-04-29,"no",FALSE,"Entire rental unit",800
2017-07-15,FALSE,"Top 6-10","Entire home/apt",2,120,4.88,8,1,0.16,2,1,0,2017-08-16,"no",FALSE,"Entire rental unit",480
2015-09-17,FALSE,"Top 11-15","Entire home/apt",2,125,4.9,30,4,0.6,1,1,17,2019-05-05,"yes",FALSE,"Entire rental unit",500
2014-10-06,TRUE,"Top 6-10","Private room",2,60,4.88,104,1,2.12,1,1,0,2021-07-26,"no",FALSE,"Private room in rental unit",240
2014-11-24,FALSE,"Top 5","Entire home/apt",4,250,4.7,10,3,0.21,2,4,6,2018-06-19,"no",FALSE,"Entire rental unit",1000
2016-04-17,FALSE,"Top 6-10","Entire home/apt",4,300,5,1,1,0.02,2,2,0,2017-07-30,"no",FALSE,"Entire rental unit",1200
2017-07-15,FALSE,"Top 5","Private room",3,210,3,1,2,0.02,2,2,8,2017-08-23,"no",TRUE,"Other",840
2016-01-18,FALSE,"Top 11-15","Entire home/apt",2,175,5,22,3,0.47,1,1,0,2019-12-23,"yes",FALSE,"Entire rental unit",700
2010-11-06,TRUE,"Top 6-10","Entire home/apt",2,159,4.97,33,2,0.69,1,1,0,2019-08-31,"no",TRUE,"Entire rental unit",636
2014-06-17,FALSE,"Top 6-10","Entire home/apt",2,90,4.8,11,1,0.22,1,1,0,2018-10-10,"no",FALSE,"Entire rental unit",360
2017-07-16,TRUE,"Top 11-15","Entire home/apt",4,320,4.87,30,3,0.64,3,3,12,2019-11-11,"yes",FALSE,"Entire rental unit",1280
2013-01-07,FALSE,"Top 6-10","Entire home/apt",2,140,5,1,2,0.02,1,1,0,2017-09-10,"no",FALSE,"Entire rental unit",560
2014-04-19,FALSE,"Top 5","Entire home/apt",2,258,5,3,3,0.08,1,1,27,2019-02-07,"no",FALSE,"Entire rental unit",1032
2015-05-27,FALSE,"Top 5","Entire home/apt",4,357,4.86,7,2,0.14,3,4,0,2021-07-19,"yes",FALSE,"Entire rental unit",1428
2014-04-13,TRUE,"Top 6-10","Entire home/apt",4,314,4.95,37,2,0.74,4,4,0,2019-12-23,"yes",FALSE,"Entire residential home",1256
2016-02-13,FALSE,"Top 11-15","Entire home/apt",4,140,4.92,12,2,0.24,1,2,0,2018-04-22,"no",FALSE,"Entire rental unit",560
2017-07-16,TRUE,"Top 11-15","Private room",4,92,4.97,188,2,3.77,1,3,9,2020-03-09,"yes",TRUE,"Other",368
2014-06-06,TRUE,"Top 6-10","Private room",3,100,4.9,58,1,1.22,1,0,29,2019-01-01,"yes",FALSE,"Other",400
2014-02-03,FALSE,"Top 6-10","Entire home/apt",4,165,5,15,3,0.4,4,7,0,2019-08-01,"no",FALSE,"Entire townhouse",660
2015-11-10,FALSE,"Top 5","Entire home/apt",4,250,5,3,4,0.06,3,4,0,2018-09-17,"no",FALSE,"Entire rental unit",1000
2014-04-08,FALSE,"Top 11-15","Entire home/apt",2,80,4.83,6,1,0.16,1,1,0,2019-08-01,"no",FALSE,"Entire rental unit",320
2016-12-23,FALSE,"Top 5","Entire home/apt",2,105,4.83,25,2,0.6,1,1,0,2019-05-10,"no",FALSE,"Entire rental unit",420
2013-08-13,FALSE,"Top 5","Entire home/apt",4,200,4.89,28,2,0.56,2,2,0,2019-09-09,"no",FALSE,"Entire rental unit",800
2014-12-22,FALSE,"Top 6-10","Entire home/apt",2,117,4.8,5,2,0.1,1,1,0,2019-08-22,"no",FALSE,"Entire rental unit",468
2017-07-16,FALSE,"Top 6-10","Entire home/apt",2,120,5,8,3,0.2,1,1,0,2018-05-17,"no",FALSE,"Entire rental unit",480
2017-04-09,FALSE,"Remaining","Entire home/apt",4,115,5,4,1,0.08,2,3,0,2017-07-23,"no",FALSE,"Entire rental unit",460
2014-03-04,FALSE,"Top 11-15","Entire home/apt",2,78,5,5,3,0.1,1,1,0,2017-08-06,"no",FALSE,"Entire rental unit",312
2017-07-18,FALSE,"Top 5","Entire home/apt",2,134,3.5,4,4,0.08,1,1,0,2017-09-18,"no",FALSE,"Entire rental unit",536
2017-07-18,FALSE,"Top 6-10","Private room",2,95,4.5,2,2,0.04,1,1,0,2018-01-01,"no",FALSE,"Private room in rental unit",380
2014-04-29,FALSE,"Top 5","Entire home/apt",2,157,4.7,10,3,0.24,1,1,0,2018-05-17,"no",FALSE,"Entire rental unit",628
2016-08-13,FALSE,"Remaining","Private room",2,42,4.5,36,1,0.73,1,1,28,2018-10-19,"no",FALSE,"Private room in rental unit",168
2017-07-18,FALSE,"Top 11-15","Entire home/apt",2,150,4.8,11,2,0.22,1,1,0,2018-03-30,"no",FALSE,"Entire rental unit",600
2015-06-01,FALSE,"Top 6-10","Entire home/apt",2,120,4.67,9,2,0.18,1,1,0,2019-08-06,"no",FALSE,"Entire rental unit",480
2016-08-09,FALSE,"Top 11-15","Entire home/apt",2,159,4.5,2,2,0.04,1,1,0,2017-09-24,"no",TRUE,"Entire rental unit",636
2017-07-19,FALSE,"Top 5","Entire home/apt",4,131,3,1,2,0.02,2,2,0,2017-08-05,"no",TRUE,"Entire residential home",524
2017-07-19,FALSE,"Top 5","Entire home/apt",2,131,4.5,14,2,0.28,1,1,0,2017-09-24,"no",FALSE,"Entire rental unit",524
2014-05-06,FALSE,"Top 6-10","Entire home/apt",4,105,5,3,3,0.06,2,3,0,2018-06-11,"yes",FALSE,"Entire rental unit",420
2017-07-19,FALSE,"Top 5","Entire home/apt",2,140,4.59,18,3,0.55,1,1,0,2019-10-22,"no",FALSE,"Entire residential home",560
2014-12-31,FALSE,"Remaining","Entire home/apt",2,170,4.71,7,1,0.21,1,1,28,2021-08-21,"yes",FALSE,"Entire rental unit",680
2013-09-03,FALSE,"Top 5","Entire home/apt",4,550,4.89,27,2,0.55,2,3,30,2019-05-12,"yes",FALSE,"Entire rental unit",2200
2017-07-19,FALSE,"Top 5","Entire home/apt",4,123,5,1,2,0.02,1,3,0,2017-08-28,"no",TRUE,"Entire rental unit",492
2016-10-10,FALSE,"Remaining","Entire home/apt",2,114,4.83,12,2,0.33,1,1,27,2019-04-21,"yes",FALSE,"Entire rental unit",456
2017-07-19,FALSE,"Top 6-10","Entire home/apt",4,160,4.91,23,3,0.46,4,4,0,2017-09-18,"no",FALSE,"Entire townhouse",640
2017-07-19,FALSE,"Top 6-10","Entire home/apt",4,130,4.57,7,3,0.14,2,2,0,2018-08-12,"no",FALSE,"Entire residential home",520
2017-07-19,FALSE,"Top 5","Entire home/apt",4,250,4.94,17,2,0.36,2,2,0,2019-10-20,"no",FALSE,"Entire rental unit",1000
2012-08-01,FALSE,"Top 5","Entire home/apt",4,400,4.47,19,2,0.38,2,2,0,2018-12-09,"no",FALSE,"Entire rental unit",1600
2014-08-11,FALSE,"Top 6-10","Entire home/apt",4,160,4.83,6,1,0.12,2,2,0,2017-08-30,"no",FALSE,"Entire rental unit",640
2017-07-19,FALSE,"Top 11-15","Entire home/apt",2,104,4.5,2,2,0.04,1,1,0,2017-11-05,"no",FALSE,"Entire rental unit",416
2013-11-19,FALSE,"Remaining","Entire home/apt",4,175,4.67,45,1,0.9,3,4,1,2019-10-23,"yes",FALSE,"Entire townhouse",700
2013-05-06,FALSE,"Remaining","Private room",2,57,4.75,12,1,0.24,1,1,0,2018-08-08,"no",FALSE,"Private room in rental unit",228
2014-07-11,FALSE,"Top 11-15","Entire home/apt",6,199,5,2,3,0.04,3,6,0,2017-08-14,"no",FALSE,"Entire residential home",796
2017-07-20,FALSE,"Top 5","Entire home/apt",2,105,5,2,2,0.04,1,1,0,2018-01-01,"no",FALSE,"Entire rental unit",420
2017-07-20,FALSE,"Top 6-10","Entire home/apt",4,157,4.85,27,2,0.55,3,3,0,2018-08-19,"no",FALSE,"Other",628
2013-10-27,FALSE,"Top 6-10","Entire home/apt",2,150,5,20,3,4.92,2,3,0,2021-08-22,"yes",FALSE,"Entire townhouse",600
2015-07-16,FALSE,"Top 6-10","Entire home/apt",3,153,4.89,9,4,0.18,2,2,0,2018-06-26,"no",FALSE,"Entire rental unit",612
2013-12-08,TRUE,"Top 5","Entire home/apt",2,99,4.97,38,1,0.77,1,1,23,2021-08-22,"no",FALSE,"Other",396
2015-03-08,FALSE,"Top 6-10","Entire home/apt",2,110,4.78,10,2,0.2,1,1,0,2018-08-24,"no",FALSE,"Entire rental unit",440
2016-05-03,FALSE,"Top 11-15","Private room",2,100,4.27,11,1,0.22,1,2,0,2017-10-17,"no",FALSE,"Private room in rental unit",400
2014-12-04,FALSE,"Top 6-10","Entire home/apt",4,250,4.83,12,3,0.25,4,5,0,2018-09-30,"no",FALSE,"Entire townhouse",1000
2016-12-29,FALSE,"Top 5","Entire home/apt",4,250,5,1,3,0.02,2,2,0,2017-07-30,"no",TRUE,"Entire rental unit",1000
2015-10-03,FALSE,"Top 6-10","Entire home/apt",2,149,4.87,15,2,0.6,1,1,0,2021-07-22,"yes",FALSE,"Entire rental unit",596
2015-03-08,TRUE,"Top 6-10","Private room",2,80,4.95,39,2,0.81,1,1,0,2019-06-30,"no",TRUE,"Private room in rental unit",320
2011-08-21,FALSE,"Top 5","Entire home/apt",5,180,5,6,2,0.13,3,3,0,2019-04-20,"no",FALSE,"Entire residential home",720
2014-06-09,FALSE,"Top 6-10","Entire home/apt",3,200,4.82,11,3,0.41,2,1,0,2018-10-15,"yes",FALSE,"Entire rental unit",800
2016-03-09,FALSE,"Top 6-10","Private room",4,94,4.5,17,4,0.37,1,2,0,2018-03-31,"no",FALSE,"Private room in rental unit",376
2014-03-11,FALSE,"Top 6-10","Entire home/apt",2,115,4.88,9,3,0.18,1,1,0,2017-09-25,"no",TRUE,"Entire rental unit",460
2016-02-09,TRUE,"Top 5","Entire home/apt",4,135,4.93,41,3,1,1,1,0,2020-02-19,"no",FALSE,"Entire rental unit",540
2015-02-02,FALSE,"Top 6-10","Entire home/apt",4,140,4.89,10,3,0.2,1,2,0,2019-11-10,"no",FALSE,"Entire rental unit",560
2016-09-18,FALSE,"Top 6-10","Entire home/apt",2,145,5,5,2,0.1,1,1,0,2020-08-14,"no",TRUE,"Entire rental unit",580
2016-05-14,TRUE,"Top 11-15","Entire home/apt",2,150,5,17,2,0.65,1,1,0,2019-11-05,"no",FALSE,"Entire rental unit",600
